Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Spent,Living_Status,Children
2,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,1363,1,0
0,54165.0,0,0,72,127,4,73,15,6,11,1,2,1,7,2,236,1,0
0,32300.0,1,0,1,13,3,6,6,5,6,1,1,0,3,8,39,1,1
0,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,137,0,0
0,34961.0,1,0,77,45,2,26,4,1,1,3,3,1,3,7,79,1,1
1,28440.0,1,0,87,38,1,24,0,0,0,1,2,0,3,8,63,1,1
1,64504.0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,1314,1,3
1,33564.0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,71,1,1
0,17345.0,1,0,79,4,9,16,17,0,12,2,2,1,2,8,58,1,1
1,56320.0,0,1,11,201,53,172,116,77,83,3,5,4,9,4,702,1,1
0,28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,94,0,1
2,15038.0,1,0,93,4,8,11,19,12,26,2,2,1,2,9,80,0,1
1,32173.0,0,1,0,18,0,2,0,0,2,1,1,0,3,4,22,0,1
2,68316.0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,1211,1,1
0,74538.0,0,0,21,380,98,733,110,112,28,1,8,8,5,3,1461,1,0
0,91700.0,0,0,58,576,172,961,125,115,19,1,8,6,5,3,1968,0,0
0,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,1091,1,0
2,31056.0,1,0,99,5,10,13,3,8,16,1,1,0,3,8,55,1,1
0,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,1366,1,0
0,28071.0,0,0,65,39,33,130,41,26,44,2,5,1,5,8,313,0,0
1,37334.0,1,1,44,26,1,16,2,2,15,4,3,0,4,4,62,1,2
1,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,92,0,2
1,37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,72,1,1
0,47703.0,0,1,95,359,0,134,13,26,123,4,6,3,8,5,655,1,1
0,61180.0,0,1,70,403,24,29,6,24,218,2,5,5,6,3,704,1,1
0,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,54,1,2
0,8028.0,0,0,62,73,18,66,7,12,2,15,0,1,0,19,178,0,0
0,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,1033,1,0
0,34728.0,1,0,2,14,0,16,0,0,6,1,1,1,2,6,36,1,1
1,33168.0,0,1,0,80,1,37,0,1,3,3,2,1,4,7,122,0,1
1,33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,122,1,1
1,77037.0,0,1,3,463,96,333,168,53,10,1,7,7,12,3,1123,1,1
0,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,497,1,1
0,44529.0,0,1,98,538,13,91,17,6,26,6,6,2,11,5,691,1,1
2,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,1363,1,0
1,28764.0,1,1,16,8,0,3,0,0,1,1,1,0,2,8,12,1,2
1,69098.0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,2440,1,0
2,25959.0,1,1,1,4,2,12,7,5,26,2,1,2,2,6,56,0,2
1,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,37,1,1
0,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,968,0,0
0,42557.0,0,1,98,192,5,53,0,5,15,4,6,1,4,8,270,1,1
1,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,278,1,0
0,72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,1250,0,0
0,67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,938,1,0
1,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,1178,1,2
0,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1155,1,2
1,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,653,0,0
1,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,49,0,2
1,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,506,1,1
0,16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,38,1,2
0,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1650,0,0
2,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,1826,0,1
0,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,18,0,0
0,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,906,1,0
1,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,46,1,1
0,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,1477,1,1
0,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,766,1,1
0,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,47,1,1
0,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,467,1,0
0,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,2116,1,0
1,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1298,1,0
2,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,22,1,2
1,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,396,0,1
1,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,20,1,1
0,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,967,0,0
0,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,357,1,1
0,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,1401,1,0
0,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,15,1,1
1,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,2087,0,0
0,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,981,1,1
0,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,17,0,2
1,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,523,1,0
0,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,23,1,1
1,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,1192,0,0
1,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,1958,1,0
1,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,133,0,1
0,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,777,1,0
1,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,73,0,2
1,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,121,1,2
0,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,424,0,1
0,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,868,0,1
2,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,756,0,0
1,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,12,1,1
0,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,937,1,1
0,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1862,0,0
2,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,367,1,1
0,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,443,1,1
0,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,267,1,1
0,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,61,1,1
1,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,1323,0,0
1,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,63,1,1
2,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,64,1,0
2,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,562,1,1
0,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,312,1,2
0,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,1156,0,0
2,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,1104,0,0
1,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,16,0,2
1,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,2008,0,0
1,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,44,0,1
0,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,1574,1,1
1,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,63,1,1
1,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,426,1,0
2,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,96,1,0
2,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,635,1,1
0,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,757,0,1
1,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,125,1,1
1,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,332,0,2
0,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,135,0,1
0,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,330,1,1
0,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,384,0,2
0,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,1722,0,2
0,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,78,1,3
2,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,24,0,0
2,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,1168,0,0
1,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,957,1,1
0,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,15,0,2
0,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,57,1,1
0,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,1956,1,1
0,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,2013,0,0
2,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,326,1,1
1,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,77,1,2
1,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,1313,0,0
1,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,30,0,0
0,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,315,1,1
1,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,660,1,1
0,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,74,1,1
2,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,46,0,1
1,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,86,0,1
0,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,1103,0,0
1,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,61,1,1
0,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,145,1,1
0,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,684,1,2
1,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,411,1,1
0,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,27,0,1
1,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,1060,0,0
0,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,1459,1,1
0,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,18,1,1
0,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,1833,1,0
1,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,237,1,1
1,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,48,0,2
0,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,515,1,2
0,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,1020,1,0
0,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,1370,1,0
0,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,1026,1,1
0,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,301,1,1
0,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,684,1,2
0,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,499,1,1
0,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,1004,1,0
1,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,218,1,1
0,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,606,1,1
2,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,75,1,1
0,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,106,1,3
0,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,990,1,0
0,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,1097,0,0
2,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,16,1,0
2,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,34,1,0
1,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,1711,1,0
1,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,438,1,2
2,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,75,1,1
1,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,225,1,1
1,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,18,1,2
0,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,470,1,1
0,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,91,0,2
1,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,2525,0,0
0,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,504,1,1
0,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,235,1,1
1,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,1232,0,1
2,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,88,0,2
0,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,17,0,1
0,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,24,0,1
0,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,60,1,2
1,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,1020,0,1
1,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,155,1,1
2,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,51,1,2
1,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,1812,0,0
1,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,1461,0,1
0,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,96,0,1
0,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,160,0,1
1,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,139,1,2
1,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,908,0,1
2,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,183,1,1
1,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,1161,1,1
1,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,988,1,0
2,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,1072,0,1
0,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,174,1,2
0,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,758,1,1
1,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,195,1,1
0,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,31,0,1
1,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,1084,1,0
1,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,685,1,1
1,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,1672,1,0
0,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,43,1,0
1,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,49,1,2
0,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,133,1,1
0,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,363,1,1
0,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,545,1,1
0,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1065,1,1
0,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,2047,1,0
0,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,296,1,2
0,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,140,0,2
0,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,530,0,1
1,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,152,1,2
1,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,1598,1,0
0,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,114,0,1
2,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,101,0,1
0,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,25,1,1
2,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,789,0,0
0,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,87,1,2
1,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,90,0,2
1,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,1215,1,1
1,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,811,0,0
0,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,61,1,1
1,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,405,1,1
1,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,72,1,2
0,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,189,0,2
1,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,40,1,1
0,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,63,0,1
0,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,52,1,1
1,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,39,1,1
0,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,805,1,1
1,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,130,1,1
0,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,1631,1,0
0,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,34,1,1
0,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,152,0,2
2,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,21,0,1
1,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,71,1,3
0,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,899,0,1
1,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,711,1,0
1,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,351,1,1
0,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,8,0,0
2,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,119,0,1
0,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,21,1,2
1,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,10,1,1
0,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,973,1,1
1,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,1536,1,0
0,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,992,1,2
1,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1529,1,1
0,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,860,1,1
0,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,928,0,1
1,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,418,1,2
2,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,587,1,1
0,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,641,1,1
0,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,23,1,2
0,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,2279,1,0
1,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,49,0,2
1,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,1779,0,0
1,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1804,1,0
0,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,48,1,2
0,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,83,0,2
0,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1862,0,0
1,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,793,1,2
0,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,84,1,1
1,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,183,1,1
2,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,1383,0,0
0,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,999,1,0
1,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,825,0,1
0,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,246,0,1
1,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,610,1,2
1,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,76,0,1
0,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,1286,1,1
1,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,30,1,1
0,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,99,1,3
0,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,1192,0,0
0,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,362,1,1
0,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,2130,1,0
2,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,1229,0,0
1,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,38,1,2
1,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,485,1,0
2,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,434,1,0
0,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,44,0,1
1,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,496,1,1
2,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,78,1,2
1,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,2346,1,0
0,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,794,1,0
0,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,17,1,0
0,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,26,0,1
2,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,76,1,1
1,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,15,0,2
1,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,62,0,2
1,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,198,1,1
1,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,49,1,1
0,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,802,1,1
0,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,1736,1,0
0,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,57,0,2
1,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,59,1,1
0,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,2302,1,0
2,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,37,1,0
0,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,310,0,2
0,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,1305,1,0
0,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,832,1,1
0,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,401,1,2
1,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,1501,1,0
0,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1189,1,0
0,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,1194,1,1
1,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,656,1,1
1,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,1540,0,0
1,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,311,1,1
2,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,820,1,1
2,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,274,1,1
1,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,57,0,2
0,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,448,1,1
2,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,44,1,2
0,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,102,1,2
0,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,61,1,1
1,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,1643,1,0
1,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,397,1,1
0,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,1121,1,1
0,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,473,0,2
2,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,50,1,1
1,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,1678,1,1
0,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,58,1,0
1,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,170,1,1
1,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,373,0,0
1,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1196,1,0
0,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,101,1,1
0,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,316,1,2
0,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,1400,1,1
0,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,1424,0,0
1,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,844,1,1
0,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,311,1,1
0,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,1149,1,0
1,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,129,1,0
0,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,32,0,1
0,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,299,0,1
0,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,320,1,1
1,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,441,1,1
1,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,1178,1,2
0,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,85,1,0
2,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,24,0,1
0,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,112,0,1
2,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,30,1,1
1,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,410,1,0
0,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,800,1,1
1,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,1313,0,0
1,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,1483,1,0
0,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,1258,0,0
